Age,Gender,NumberOfChildren,CommuteTime,CountryOfResidence,HoursSpentLearningToCode,Income,IsSoftwareDev,LanguageAtHome,MaritalStatus,MoneySpentLearningToCode,MonthsSpentProgramming,ResourceBooks,ResourceCoursera,StudentDebtOwed,ID
41.0,female,2.0,,United States of America,15.0,,0.0,English,married or domestic partnership,15000.0,6.0,,,45000.0,86039
29.0,male,4.0,60.0,United States of America,20.0,80000.0,1.0,English,married or domestic partnership,500.0,13.0,,,,18225
30.0,male,1.0,60.0,United States of America,8.0,67500.0,1.0,English,married or domestic partnership,0.0,11.0,,1.0,63000.0,84438
25.0,male,2.0,60.0,United States of America,20.0,67000.0,0.0,Spanish,married or domestic partnership,0.0,24.0,,1.0,55000.0,87999
37.0,male,1.0,20.0,United States of America,10.0,130000.0,1.0,English,married or domestic partnership,7000.0,240.0,,1.0,,70776
40.0,male,2.0,30.0,United States of America,14.0,121000.0,0.0,English,married or domestic partnership,1500.0,12.0,,,,89740
38.0,male,2.0,2.0,United States of America,5.0,90000.0,1.0,English,"single, never married",1500.0,135.0,,,,12487
25.0,male,1.0,120.0,United States of America,5.0,54000.0,1.0,English,married or domestic partnership,0.0,12.0,,1.0,25000.0,37233
38.0,male,3.0,120.0,United States of America,15.0,71000.0,1.0,English,married or domestic partnership,2000.0,30.0,,,33000.0,35712
46.0,male,2.0,15.0,Bulgaria,12.0,45000.0,1.0,Bulgarian,married or domestic partnership,3000.0,200.0,,1.0,,27805
49.0,male,2.0,0.0,Israel,10.0,100000.0,1.0,French,married or domestic partnership,0.0,24.0,,1.0,,35605
30.0,male,1.0,5.0,United States of America,0.0,120000.0,1.0,English,married or domestic partnership,0.0,84.0,,,,27104
34.0,male,1.0,45.0,Finland,10.0,25000.0,1.0,Finnish,married or domestic partnership,0.0,48.0,,,20000.0,50825
31.0,male,2.0,0.0,Finland,12.0,25000.0,1.0,Finnish,married or domestic partnership,40000.0,82.0,,,,42969
42.0,male,1.0,0.0,United States of America,50.0,58000.0,0.0,English,"single, never married",300.0,2.0,,,,33743
31.0,male,1.0,50.0,Saudi Arabia,10.0,6000.0,0.0,Arabic,married or domestic partnership,0.0,0.0,,,,33209
40.0,female,2.0,,United States of America,30.0,,0.0,English,married or domestic partnership,0.0,72.0,,1.0,56000.0,81738
38.0,male,2.0,0.0,Croatia,5.0,10000.0,1.0,Croatian,married or domestic partnership,1000.0,48.0,,,,14751
43.0,male,1.0,60.0,Australia,5.0,155000.0,1.0,English,married or domestic partnership,0.0,240.0,,1.0,,27804
38.0,male,1.0,90.0,Norway,2.0,150000.0,1.0,Norwegian,married or domestic partnership,0.0,240.0,,,20000.0,27456
32.0,male,2.0,15.0,United States of America,10.0,87000.0,1.0,English,married or domestic partnership,2000.0,120.0,,1.0,32000.0,44198
32.0,male,1.0,180.0,Sweden,40.0,48000.0,1.0,Swedish,"single, never married",0.0,48.0,,,47000.0,34324
46.0,male,3.0,40.0,United Kingdom,10.0,100000.0,1.0,Portuguese,married or domestic partnership,50000.0,278.0,,,,66489
43.0,male,2.0,0.0,Australia,10.0,75000.0,1.0,English,married or domestic partnership,15000.0,28.0,,1.0,12000.0,81442
32.0,male,1.0,0.0,United States of America,6.0,106000.0,1.0,English,married or domestic partnership,0.0,240.0,,,,73527
40.0,male,3.0,140.0,Brazil,4.0,38000.0,1.0,Portuguese,married or domestic partnership,5000.0,240.0,,,,30554
50.0,male,2.0,100.0,United States of America,10.0,120000.0,1.0,English,married or domestic partnership,,192.0,,,,50398
36.0,male,2.0,180.0,Serbia,50.0,8500.0,1.0,Serbian,married or domestic partnership,0.0,30.0,,1.0,,25253
25.0,male,1.0,30.0,Finland,15.0,41000.0,1.0,Finnish,married or domestic partnership,0.0,36.0,,,2000.0,85843
25.0,female,1.0,45.0,Philippines,4.0,129756.0,0.0,Tagalog,married or domestic partnership,400.0,1.0,,1.0,,34611
46.0,male,2.0,50.0,United States of America,5.0,95000.0,1.0,Russian,divorced,8000.0,240.0,,,,84369
38.0,male,4.0,60.0,Malaysia,10.0,15000.0,1.0,English,married or domestic partnership,4000.0,6.0,,,13000.0,98385
33.0,male,2.0,30.0,United States of America,5.0,65000.0,1.0,Spanish,married or domestic partnership,0.0,30.0,,,,54097
45.0,male,3.0,60.0,United States of America,2.0,110000.0,1.0,English,married or domestic partnership,4000.0,184.0,,,,10897
36.0,male,1.0,0.0,Portugal,40.0,12000.0,0.0,Portuguese,married or domestic partnership,0.0,4.0,,,,90065
27.0,male,2.0,60.0,United States of America,5.0,60000.0,0.0,English,married or domestic partnership,30.0,6.0,,,,19772
32.0,female,1.0,25.0,United Kingdom,3.0,40000.0,1.0,English,married or domestic partnership,0.0,50.0,,1.0,,65478
50.0,female,3.0,90.0,United States of America,20.0,95000.0,1.0,English,married or domestic partnership,,240.0,,,,64748
57.0,male,1.0,90.0,United States of America,10.0,93000.0,1.0,English,married or domestic partnership,100000.0,480.0,,,,81373
31.0,male,2.0,,United States of America,10.0,,0.0,English,married or domestic partnership,0.0,3.0,,1.0,,73036
42.0,female,3.0,10.0,United States of America,15.0,42000.0,0.0,English,separated,9000.0,10.0,,,100000.0,90855
35.0,male,1.0,,Indonesia,25.0,,1.0,Indonesian,married or domestic partnership,0.0,1.0,,,,41610
46.0,male,1.0,80.0,Brazil,30.0,10000.0,0.0,Portuguese,married or domestic partnership,0.0,8.0,,,,26730
38.0,male,2.0,,United Kingdom,5.0,110000.0,1.0,English,married or domestic partnership,0.0,120.0,,1.0,,75332
46.0,male,2.0,100.0,France,4.0,70000.0,0.0,French,married or domestic partnership,500.0,12.0,,,,47443
35.0,male,2.0,30.0,United States of America,10.0,75000.0,0.0,English,married or domestic partnership,0.0,18.0,,,,46651
19.0,male,1.0,90.0,Portugal,5.0,7000.0,1.0,Portuguese,"single, never married",100.0,30.0,,1.0,,46729
25.0,male,2.0,75.0,United States of America,15.0,40000.0,0.0,English,married or domestic partnership,200.0,4.0,,,5000.0,78427
30.0,male,2.0,100.0,United States of America,5.0,40000.0,1.0,English,married or domestic partnership,0.0,10.0,,,,27280
40.0,female,1.0,16.0,United States of America,3.0,26000.0,0.0,English,married or domestic partnership,100.0,18.0,,1.0,,99956
33.0,male,1.0,90.0,United States of America,3.0,135000.0,1.0,English,married or domestic partnership,300.0,132.0,,,,86301
48.0,male,3.0,100.0,United States of America,4.0,120000.0,1.0,English,married or domestic partnership,500.0,216.0,,,,69814
38.0,male,2.0,15.0,United States of America,16.0,70000.0,1.0,English,married or domestic partnership,300.0,240.0,,1.0,,61718
31.0,male,3.0,45.0,United States of America,10.0,30000.0,1.0,English,married or domestic partnership,200.0,12.0,,1.0,40000.0,69337
40.0,male,3.0,40.0,United States of America,20.0,97000.0,1.0,English,married or domestic partnership,10000.0,100.0,,,,84570
53.0,male,2.0,35.0,,10.0,127000.0,1.0,English,married or domestic partnership,0.0,350.0,,,,49573
29.0,male,1.0,60.0,United States of America,15.0,45000.0,1.0,English,"single, never married",0.0,84.0,,,25000.0,49519
26.0,male,1.0,8.0,Maldives,15.0,10000.0,1.0,Divehi,married or domestic partnership,1000.0,3.0,,,,71363
50.0,male,6.0,10.0,United States of America,5.0,125000.0,1.0,English,married or domestic partnership,200.0,312.0,,,,81785
35.0,male,3.0,60.0,United States of America,10.0,95000.0,1.0,English,married or domestic partnership,0.0,120.0,,,20000.0,31815
34.0,female,4.0,,United States of America,0.0,,0.0,English,"single, never married",0.0,0.0,,,120000.0,22962
65.0,female,2.0,30.0,United States of America,8.0,114000.0,1.0,English,married or domestic partnership,5000.0,372.0,,,,24800
62.0,male,2.0,0.0,United States of America,2.0,65000.0,0.0,English,married or domestic partnership,0.0,4.0,,,,21107
45.0,male,2.0,140.0,United States of America,2.0,45000.0,1.0,English,married or domestic partnership,200.0,24.0,,1.0,30000.0,39825
45.0,male,1.0,50.0,Puerto Rico,6.0,82000.0,0.0,English,married or domestic partnership,100.0,13.0,,,,28314
33.0,male,2.0,20.0,United Kingdom,12.0,73000.0,0.0,English,married or domestic partnership,0.0,9.0,,,,92350
25.0,male,1.0,,United Kingdom,5.0,,0.0,Arabic,married or domestic partnership,0.0,14.0,,,60000.0,83801
27.0,male,2.0,50.0,United States of America,4.0,75000.0,1.0,English,married or domestic partnership,0.0,72.0,,1.0,12000.0,39506
42.0,female,1.0,20.0,Great Britain,5.0,30000.0,1.0,English,married or domestic partnership,600.0,26.0,,1.0,,65331
37.0,male,3.0,,United States of America,60.0,,0.0,English,married or domestic partnership,0.0,3.0,,,,98238
28.0,male,2.0,50.0,United States of America,10.0,99000.0,1.0,English,married or domestic partnership,0.0,96.0,,,,28505
44.0,male,2.0,60.0,United Kingdom,7.0,40000.0,1.0,English,married or domestic partnership,25000.0,,,,,76483
30.0,female,4.0,,United States of America,40.0,,0.0,English,married or domestic partnership,500.0,24.0,,,,15037
30.0,male,2.0,,United States of America,,60000.0,1.0,Spanish,married or domestic partnership,20000.0,,,,35000.0,44532
26.0,male,1.0,4.0,United Kingdom,5.0,47500.0,1.0,English,married or domestic partnership,0.0,55.0,,,,43983
29.0,female,1.0,5.0,United Kingdom,1.0,47500.0,1.0,English,married or domestic partnership,0.0,39.0,,1.0,,10210
45.0,male,2.0,90.0,United States of America,10.0,40000.0,0.0,English,married or domestic partnership,100.0,8.0,,,20000.0,10638
30.0,male,3.0,0.0,United States of America,10.0,112000.0,1.0,English,married or domestic partnership,0.0,180.0,,,,89106
32.0,male,4.0,130.0,United States of America,4.0,180000.0,1.0,English,married or domestic partnership,,70.0,,,,63501
38.0,female,1.0,5.0,United States of America,4.0,33000.0,0.0,English,"single, never married",150.0,8.0,,,18000.0,28542
35.0,male,3.0,50.0,Canada,10.0,80000.0,1.0,English,married or domestic partnership,200.0,204.0,,,9400.0,68177
30.0,male,2.0,20.0,United States of America,1.0,55000.0,0.0,English,married or domestic partnership,0.0,1.0,,1.0,,44527
38.0,male,2.0,40.0,Brazil,12.0,54000.0,1.0,Portuguese,married or domestic partnership,1000.0,180.0,,1.0,,33862
29.0,male,1.0,20.0,United States of America,15.0,22000.0,1.0,English,married or domestic partnership,11200.0,24.0,,,20000.0,45585
34.0,female,2.0,,United States of America,10.0,,0.0,English,married or domestic partnership,500.0,3.0,,,,45995
36.0,male,2.0,60.0,United States of America,5.0,130000.0,1.0,English,married or domestic partnership,200.0,168.0,,,5000.0,39717
47.0,male,2.0,200.0,United States of America,1.0,135000.0,1.0,English,married or domestic partnership,5000.0,240.0,,,,35781
37.0,male,2.0,90.0,Estonia,3.0,28000.0,1.0,Estonian,married or domestic partnership,1500.0,8.0,,,,33192
44.0,male,1.0,40.0,United States of America,20.0,92000.0,1.0,English,married or domestic partnership,1000.0,300.0,,,,64159
40.0,male,2.0,15.0,United States of America,5.0,66500.0,1.0,English,married or domestic partnership,2000.0,24.0,,1.0,,33352
30.0,female,2.0,8.0,United States of America,2.0,51000.0,0.0,English,married or domestic partnership,200.0,1.0,,,,40617
26.0,male,3.0,0.0,United States of America,5.0,42000.0,1.0,English,married or domestic partnership,0.0,5.0,,,,59684
42.0,male,2.0,1.0,Germany,30.0,15000.0,1.0,German,married or domestic partnership,3000.0,24.0,,,,72702
32.0,male,1.0,20.0,Portugal,8.0,34000.0,1.0,Portuguese,married or domestic partnership,500.0,90.0,,1.0,,67756
23.0,female,1.0,,South Africa,50.0,,1.0,Sesotho,"single, never married",300.0,13.0,,1.0,,57285
40.0,female,2.0,20.0,United States of America,2.0,62000.0,1.0,English,married or domestic partnership,500.0,180.0,,,,18499
40.0,male,3.0,80.0,Ireland,16.0,30000.0,0.0,English,married or domestic partnership,200.0,18.0,,,,23324
29.0,male,3.0,10.0,Canada,30.0,30000.0,1.0,English,married or domestic partnership,8000.0,9.0,,,,76426
28.0,male,2.0,75.0,Austria,2.0,76000.0,1.0,German,married or domestic partnership,0.0,100.0,,,,89350
29.0,female,1.0,20.0,United States of America,20.0,23000.0,0.0,English,"single, never married",0.0,3.0,,,38000.0,42383
29.0,male,5.0,1.0,United States of America,6.0,166000.0,1.0,English,married or domestic partnership,500.0,60.0,,,,80687
38.0,female,2.0,,United States of America,10.0,,0.0,English,married or domestic partnership,0.0,4.0,,,,47382
34.0,male,3.0,0.0,United Kingdom,5.0,40000.0,1.0,English,married or domestic partnership,0.0,276.0,,,,48137
31.0,male,2.0,25.0,United States of America,5.0,75000.0,1.0,English,married or domestic partnership,500.0,84.0,,,10000.0,20827
36.0,male,1.0,120.0,United States of America,90.0,120000.0,1.0,English,married or domestic partnership,40000.0,30.0,,1.0,30000.0,93561
48.0,male,2.0,75.0,United States of America,5.0,115000.0,0.0,English,married or domestic partnership,500.0,9.0,,,,50337
34.0,male,2.0,90.0,United States of America,4.0,75000.0,1.0,English,married or domestic partnership,200.0,36.0,,1.0,,77595
40.0,female,1.0,,United States of America,3.0,,0.0,English,married or domestic partnership,0.0,2.0,,,5000.0,29469
38.0,male,1.0,0.0,United States of America,10.0,90000.0,1.0,English,married or domestic partnership,,240.0,,,,46674
37.0,male,1.0,60.0,Canada,3.0,95000.0,1.0,English,married or domestic partnership,200.0,180.0,,,,12952
36.0,male,2.0,15.0,United States of America,2.0,70000.0,1.0,English,married or domestic partnership,200.0,130.0,,,20000.0,89662
26.0,male,2.0,150.0,Norway,6.0,58000.0,1.0,Norwegian,married or domestic partnership,0.0,19.0,,,36000.0,38509
35.0,male,1.0,0.0,Canada,15.0,120000.0,1.0,English,married or domestic partnership,1000.0,6.0,,1.0,,49922
30.0,male,1.0,,Chile,2.0,45000.0,0.0,Spanish,married or domestic partnership,0.0,12.0,,,,97320
38.0,female,3.0,,United States of America,40.0,,0.0,English,married or domestic partnership,0.0,1.0,,,,63789
40.0,male,4.0,20.0,United States of America,3.0,31000.0,0.0,English,married or domestic partnership,0.0,4.0,,,,51222
31.0,female,1.0,,United States of America,50.0,,0.0,English,married or domestic partnership,200.0,3.0,,,15000.0,39764
31.0,male,2.0,60.0,United States of America,3.0,45000.0,1.0,English,married or domestic partnership,50.0,12.0,,,63000.0,75213
34.0,male,2.0,120.0,United States of America,17.0,185000.0,0.0,Hebrew,married or domestic partnership,0.0,24.0,,,,12348
38.0,male,2.0,2.0,United States of America,10.0,100000.0,1.0,English,married or domestic partnership,14000.0,624.0,,1.0,,82459
39.0,male,2.0,0.0,United Kingdom,6.0,110000.0,1.0,English,married or domestic partnership,600.0,240.0,,,,29964
47.0,male,2.0,90.0,United States of America,20.0,160000.0,0.0,English,married or domestic partnership,200.0,12.0,,1.0,,39536
43.0,male,1.0,,United States of America,5.0,,0.0,English,married or domestic partnership,500.0,1.0,,1.0,,87186
49.0,male,1.0,30.0,United States of America,8.0,62000.0,0.0,English,married or domestic partnership,100.0,12.0,,1.0,100000.0,22899
61.0,male,3.0,8.0,United States of America,20.0,103000.0,0.0,English,married or domestic partnership,0.0,1.0,,,9300.0,48485
40.0,female,2.0,,United States of America,25.0,,0.0,English,married or domestic partnership,,0.0,,,,24010
35.0,female,1.0,,United States of America,40.0,,0.0,English,married or domestic partnership,500.0,6.0,,,,70529
35.0,male,1.0,45.0,Canada,2.0,40000.0,0.0,English,married or domestic partnership,0.0,1.0,,,,27375
30.0,male,1.0,10.0,United States of America,4.0,,0.0,English,married or domestic partnership,0.0,0.0,,1.0,,44465
36.0,female,1.0,1.0,Jamaica,5.0,40000.0,0.0,English,married or domestic partnership,0.0,1.0,,,,69808
57.0,male,4.0,,United States of America,40.0,,0.0,English,married or domestic partnership,0.0,1.0,,,,65727
45.0,male,2.0,40.0,Australia,6.0,150000.0,0.0,English,married or domestic partnership,3000.0,2.0,,,,90773
27.0,male,1.0,30.0,United States of America,8.0,70000.0,0.0,English,married or domestic partnership,300.0,8.0,,,,64560
47.0,male,2.0,20.0,United States of America,20.0,45000.0,0.0,English,married or domestic partnership,500.0,4.0,,1.0,,24698
30.0,male,2.0,,Chile,20.0,7200.0,1.0,Spanish,married or domestic partnership,0.0,6.0,,1.0,12000.0,55653
51.0,female,4.0,10.0,United States of America,2.0,,0.0,English,divorced,0.0,1.0,,,,49793
39.0,male,1.0,50.0,Mexico,,8550.0,0.0,Spanish,married or domestic partnership,100.0,12.0,,1.0,,25440
26.0,male,1.0,,Mexico,20.0,,0.0,Spanish,married or domestic partnership,0.0,6.0,,1.0,,82630
39.0,male,3.0,,United States of America,15.0,,0.0,English,married or domestic partnership,700.0,6.0,,,,96578
40.0,male,4.0,,United States of America,20.0,,1.0,English,married or domestic partnership,8000.0,324.0,,,,56886
31.0,male,1.0,10.0,United States of America,14.0,65000.0,0.0,English,married or domestic partnership,350.0,7.0,,,14000.0,24195
29.0,male,1.0,,United States of America,10.0,,1.0,Tamil,married or domestic partnership,0.0,2.0,,,,75769
30.0,male,3.0,85.0,United States of America,1.0,115000.0,0.0,English,married or domestic partnership,0.0,4.0,,,,44526
30.0,male,2.0,25.0,United States of America,15.0,60000.0,0.0,English,"single, never married",0.0,24.0,,,,22142
63.0,male,2.0,,United States of America,20.0,,0.0,English,married or domestic partnership,400.0,1.0,,,,86353
23.0,male,1.0,,United States of America,7.0,,0.0,English,married or domestic partnership,0.0,48.0,,,80000.0,39790
30.0,male,3.0,2.0,United States of America,40.0,67500.0,0.0,English,married or domestic partnership,10.0,6.0,,,,40790
34.0,female,3.0,,Germany,30.0,,0.0,Croatian,married or domestic partnership,0.0,2.0,,,,29855
50.0,male,2.0,15.0,Brazil,10.0,,0.0,Portuguese,married or domestic partnership,100.0,3.0,,1.0,,19238
51.0,male,4.0,,United States of America,20.0,,0.0,English,married or domestic partnership,300.0,2.0,,,,14435
34.0,female,3.0,150.0,United States of America,20.0,10000.0,0.0,English,married or domestic partnership,40.0,9.0,,,55000.0,34554
34.0,male,3.0,,United States of America,20.0,,0.0,English,married or domestic partnership,0.0,1.0,,,26000.0,22585
43.0,male,2.0,60.0,United States of America,10.0,,0.0,English,divorced,0.0,1.0,,,,28392
28.0,female,3.0,,United States of America,10.0,,0.0,English,married or domestic partnership,600.0,2.0,,,53000.0,22965
28.0,male,1.0,200.0,United States of America,20.0,76000.0,0.0,English,married or domestic partnership,1000.0,24.0,,,,64971
