serial_number,activity_date,name,score,grade,facility_address,facility_zip,owner_id,owner_name,pe_description,risk_level
DAOJXSA4H,7/21/2015,TACOS TUMBRAS,96,,4267 S AVALON BLVD,90011,OW0020549,"LADERAS, MARCIAL",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAIUBLF35,7/21/2015,LOUIE'S MARKET,96,,9136 S BUDLONG AVE,90044,OW0036411,"TRAN, DE","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",HIGH
DA4U1ZCDH,7/21/2015,KFC,97,,5130 RODEO RD,90016,OW0018605,KAZI FOODS INC,RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DAUKIUH9H,7/21/2015,TRIMANA,97,,700 EXPOSITION PARK DR,90007,OW0128917,WORLD ELYAD CORP,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAYQPB1L4,7/21/2015,DOMINO'S PIZZA # 8173,97,,5524 YORK BLVD,90042,OW0010606,E.M. PIZZA INC.,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAQOC43FL,7/21/2015,SANDRA'S TAMALES,98,,5390 WHITTIER BLVD,90022-4032,OW0178828,SANDRA'S TAMALES INC.,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAYEXBOS1,7/21/2015,SUBWAY #47000,98,,5526 E YORK BLVD,90042,OW0035352,TGB INVESTMENTS INC,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAZHFMVPN,7/21/2015,VALERIE CONFECTIONS,98,,317 S BROADWAY ST E3,90013,OW0017080,ISABELLE CONFECTIONS LLC,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAVS2X0D7,7/22/2015,QUE RICOS,83,,712 N VERMONT AVE,90029,OW0031604,"SANCHEZ, ISIDRO",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAXRQZNAN,7/22/2015,MEATLAND CARNICERIA,83,,112 N GAGE AVE,90063,OW0008171,"3J MARKET OPERATORS, INC.","FOOD MKT RETAIL (2,000+ SF) HIGH RISK",HIGH
DAGNQS5F7,7/22/2015,BRILLIANT RECIPIES INC,83,,445 S FIGUEROA ST STE 102,90071,OW0005278,BRILLIANT RECIPIES INC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAZ1I08ZR,7/22/2015,THAI EAST WIND RESTAURANT,84,,2801 BEVERLY BLVD,90057,OW0125170,SIRIPEN KARNSOMPROT,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA90BEFNV,7/22/2015,EL DIABLO SEAFOOD,85,,4501 S ALAMEDA ST # W11,90058,OW0010826,EL DIABLO MEXICAN FOOD INC.,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAC26SWVZ,7/22/2015,EL PUERTO ESCONDIDO,85,,3345 N EASTERN AVE,90032,OW0006749,"CEPEDA, ROBERTO",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAEJCSU5Q,7/22/2015,HECHO EN MEXICO,85,,4976 E HUNTINGTON DR S,90032,OW0006528,"CASTRO, CONCEPCION",RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DACFOHBPS,7/22/2015,SPUDNUTS DONUTS,86,,3001 S FIGUEROA ST,90007,OW0038070,"VIRYA, OK ET AL",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA7ZHVLHO,7/22/2015,AVENUE 2,86,,3456 WILSHIRE BLVD,90010,OW0034356,"SUNNY JAC, INC.",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAGMBTX2V,7/22/2015,RAIN,87,,685 S HOOVER ST,90005,OW0018224,"K&T ENTERTAINMENT, INC.",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAZWCFPNQ,7/22/2015,DELI IN,88,,3456 1/2 WILSHIRE BLVD,90010,OW0005077,BOTECO INC,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAAWDENL0,7/22/2015,WHOLE FOODS MARKET,90,,12746 W JEFFERSON BLVD,90066-7032,OW0038850,"WHOLE FOODS MARKET, INC.",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA4DGTB8G,7/22/2015,RANCH MERCADO,90,,2930 BEVERLY BLVD,90057,OW0004574,MERCADO INTERNATIONAL INC,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",HIGH
DAX0GWPF6,7/22/2015,VINCENTE FOODS-MARKET,90,,12027 SAN VICENTE BLVD,90049,OW0001712,"ADAMS,ESTHER&LAZAR BERNAHARD","FOOD MKT RETAIL (2,000+ SF) LOW RISK",LOW
DAA0JWM10,7/22/2015,ROCKY'S TACOS,90,,3501 E 1ST ST,90063,OW0125076,RIGOBERTO VALLARTA GARCIA,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAO7F4XRI,7/22/2015,DITMAS,90,,8731 W PICO BLVD,90035,OW0106664,KOSHER ON PICO LLC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA3QQE8ER,7/22/2015,GLORIA'S CAFE,90,,10227 VENICE BLVD,90034,OW0011991,"FLORES, GLORIA",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAMNMPPKT,7/22/2015,WORLD SEAFOOD,90,,1554 W FLORENCE AVE,90047,OW0033516,SONG JUNG JA,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAFWNQUB2,7/22/2015,DONUT KING,90,,1119 N WESTERN ST #1,90010,OW0099870,KOY SOVAN,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAPHWN03E,7/22/2015,TAQUERIA DON LUPE,90,,5300 S BROADWAY,90037,OW0007270,"CHAVEZ, GUADALUPE F",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA2ATXMMG,7/22/2015,THE FALAFEL KING,90,,1010 BROXTON AVE,90024,OW0011550,FALAFEL KING INC.,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA2QBBV0A,7/22/2015,MAGEE'S DONUTS,90,,6705 SANTA MONICA BLVD,90038,OW0034952,"TAN, VANNAKHONE",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAVJ6KTX4,7/22/2015,LUCKYS CHINESE FAST FOOD,90,,5333 S MAIN ST,90037,OW0007058,"CHANG,TONY",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DASJAXRTV,7/22/2015,THE BELMONT,90,,747 N LA CIENEGA BLVD,90069,OW0001202,747 CIENEGA LLC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA19JRMSZ,7/22/2015,GAJU GIMBAP,91,,833 S WESTERN AVE # 39,90005,OW0179465,LISA HYUN JUNG LEE,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DARU68ML2,7/22/2015,JACK IN THE BOX #389,91,,459 S VERMONT AVE,90020,OW0017276,"JACK IN THE BOX, INC",RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DAPO3BZS2,7/22/2015,XOIA,91,,1801 W SUNSET BLVD,90026,OW0026194,NOOKY PHAM'S LLC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAIJYCPVR,7/22/2015,BAJA FRESH MEXICAN GRILL#049,91,,8495 W 3RD ST STE #C,90048,OW0012374,FRESH ENTERPRISES LLC.,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA0HYCSJF,7/22/2015,NATALIE THAI,91,,998 S ROBERTSON BLVD,90035,OW0038487,"WATANA, U C",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAFDRJF8D,7/22/2015,SODA POPS,91,,349 N LA CIENEGA BLVD,90048,OW0029146,PUOPOLO ENTERPRISES LLC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA6BNWMXM,7/22/2015,VIZTANGO CAFE,91,,3017 S FIGUEROA ST,90007,OW0030251,"RIVERA, TITO B",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAYM90LT1,7/22/2015,TOMODACHI SUSHI,91,,10975 WEYBURN AVE,90024,OW0099337,"KIM, JEAN M.",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DARLARZKD,7/22/2015,VERSAILLES,92,,10319 VENICE BLVD,90034,OW0012767,"GARCIA, WILLIAM",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA3BPFYFG,7/22/2015,JACK IN THE BOX #286,92,,4965 N HUNTINGTON DR N,90032,OW0017276,"JACK IN THE BOX, INC",RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DAUV00OGG,7/22/2015,MERCADITO LA PALMA,92,,3524 E 1ST ST,90063,OW0012722,"GARCIA GOMEZ, GUILEBALDO","FOOD MKT RETAIL (25-1,999 SF) MODERATE RISK",MODERATE
DAEU77F0Q,7/22/2015,EL DIABLO ANTOJITOS MEXICANO,92,,4501 S ALAMEDA ST,90058,OW0010826,EL DIABLO MEXICAN FOOD INC.,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAPKU7LUP,7/22/2015,OLOCUILTA RESTAURANT,92,,3958 W 6TH ST,90020,OW0025288,"MULATO, CIPRIANA MEJIA",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA5Y2IFLH,7/22/2015,VICENTE FOODS-DELI,92,,12027 SAN VICENTE BLVD,90049,OW0024456,MIKE ADAMS & LAZAR BERNAHARD,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA2LTZUGN,7/22/2015,RENAISSANCE RESTAURANT,92,,5930 FRANKLIN AVE,90028,OW0008097,CHURCH OF SCIENTOLOGY CELEBR,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAJO0C2TD,7/22/2015,SUPER BIONICOS,92,,4501 S ALAMEDA ST # #W-4,90058,OW0014216,"GUARENA, LUIS",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAFW23EQV,7/22/2015,MR BOBA,92,,700 WESTERN AVE # 102,90005,OW0128461,MR BOBA INC,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAWMFMLVL,7/22/2015,JOHNNY ROCKETS #406,92,,100 N LA CIENEGA BLVD # C123,90048,OW0004549,BEVERLY CONNECTION ROCKETS I,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAOGOTIXF,7/22/2015,EL OAXAQUENO BAKERY,92,,509 S INDIANA ST,90063,OW0009131,"CRUZ-MARTINEZ, FRANCISCO",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAEV8HKIE,7/22/2015,NORTHGATE MARKET #41,92,,4700 INGLEWOOD BLVD,90230,OW0026268,NORTHGATE GONZALEZ LLC,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAD6CZECL,7/22/2015,VICENTE FOODS-MEAT DEPT,93,,12027 SAN VICENTE BLVD,90049,OW0001711,"ADAMS, MIKE & LAZAR BERNAHAR","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",HIGH
DAIDX1IKT,7/22/2015,RAMIREZ MEAT MARKET,93,,3618 E FOLSOM ST,90063,OW0029568,"RAMIREZ, CELIA","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",HIGH
DAVZTY9PB,7/22/2015,FLORENCE LIQUORS,93,,1534 W FLORENCE AVE,90047,OW0007794,"CHOI, PETER","FOOD MKT RETAIL (2,000+ SF) LOW RISK",LOW
DANG1P9L4,7/22/2015,PAPA JOHN'S PIZZA,93,,9844 NATIONAL BLVD,90034,OW0025773,NEGHABAT ABDI,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA0UDPXQ4,7/22/2015,BAJA FRESH,93,,2210 SAWTELLE BLVD,90064,OW0012549,"G & D INVESTMENTS, INC.",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAPTKBXN7,7/22/2015,FIG & OLIVE MELROSE PL.,93,,650 N LA CIENEGA BLVD,90069,OW0011474,"F & O MELROSE PLACE, INC.",RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DABABTZIJ,7/22/2015,STARBUCKS COFFEE #5626,94,,8783 W PICO BLVD,90035,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (0-30) SEATS LOW RISK,LOW
DABMFS0U5,7/22/2015,SOUPLANTATION # 17,94,,100 N LA CIENEGA BLVD # E-3,90048,OW0012891,GARDEN FRESH CORP,RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DAJ9UI54Y,7/22/2015,JAMBA JUICE #38,94,,8495 W 3RD ST STE D101,90048,OW0181405,"LA JUICE COMPANY, LLC",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DASPYGTDW,7/22/2015,JENNY'S BAKERY,94,,919 S SOTO ST STE 8,90023-1303,OW0126911,YANET MEZA-AGUIRRE,"FOOD MKT RETAIL (25-1,999 SF) MODERATE RISK",MODERATE
DAIALEMZH,7/22/2015,"BELLA PITA USC, INC.",94,,3013 S FIGUEROA ST,90007,OW0104039,"BELLA PITA USC, INC.",RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DAMJFELYS,7/22/2015,SMG,94,,11540 SANTA MONICA BLVD,90025,OW0019705,KITOV INC,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",HIGH
DAJWW9232,7/22/2015,NORTHGATE MARKET #41,94,,4700 INGLEWOOD BLVD,90230,OW0026268,NORTHGATE GONZALEZ LLC,"FOOD MKT RETAIL (25-1,999 SF) MODERATE RISK",MODERATE
DA03GYYYE,7/22/2015,SUPER BIONICOS ICE CREAM,95,,4501 S ALAMEDA ST # J1,90058,OW0014216,"GUARENA, LUIS",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAECUR9IT,7/22/2015,SUBWAY SANDWICHES,95,,9842 NATIONAL BLVD,90034,OW0038300,WAHEGURU SUBWAY INC.,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA0EKXORK,7/22/2015,SUSHI STOP,95,,5917 FRANKLIN AVE,90028,OW0019610,KIMURA ENT INC,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA00YE7OI,7/22/2015,ROSE GARDEN CAFE,95,,5930 FRANKLIN AVE,90028,OW0008097,CHURCH OF SCIENTOLOGY CELEBR,RESTAURANT (61-150) SEATS MODERATE RISK,MODERATE
DAAQFQLH7,7/22/2015,CALIFORNIA DONUTS,95,,3540 W 3RD ST,90020,OW0020089,"KUOCH,CHIN",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DADBNSTFP,7/22/2015,SUBWAY #44532,95,,8781 W PICO BLVD,90035,OW0030900,RPV BUSINESS VENTURE INC.,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAPEXFKKD,7/22/2015,NEW YORK PIZZA SHACK,96,,6751 SANTA MONICA BLVD,90038-1218,OW0125113,LEONARDO GARCIA / JORGE HORTA GARCIA (PARTNER),RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAZKTI4R0,7/22/2015,TENDER GREENS,96,,6290 W SUNSET BLVD STE A,90028,OW0179061,T.Y.P. RESTAURANT GROUP INC.,RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DA0BQYCLM,7/22/2015,PANDA EXPRESS,96,,2204 SAWTELLE BLVD # 412,90064,OW0027458,PANDA EXPRESS INC.,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAFCZWIBY,7/22/2015,FIGUEROA PHILLY,96,,3850 S FIGUEROA ST,90037,OW0124066,DREYVAN COMPANY IN.,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAOZM4THY,7/22/2015,STARBUCKS COFFEE #5494,96,,10955 WEYBURN AVE,90024,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (61-150) SEATS LOW RISK,LOW
DANHSOE0P,7/22/2015,DONUT TIME,96,,6785 SANTA MONICA BLVD,90038,OW0022974,"MAK, SEANG NAY",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA8A6OFFW,7/22/2015,TACOS EL GAVILAN,97,,7070 W SUNSET BLVD,90028,OW0034770,"TACOS EL GAVILAN, INC.",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAGTGRCOU,7/22/2015,RANCH MERCADO,97,,2930 BEVERLY BLVD,90057,OW0004574,MERCADO INTERNATIONAL INC,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA1XEJ02K,7/22/2015,STARBUCKS COFFEE #6451,98,,9824 NATIONAL BLVD # A,90034,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (0-30) SEATS LOW RISK,LOW
DAYKHU4HY,7/22/2015,GENERAL NUTRITION CENTER,98,,7201 MELROSE AVE,90046,OW0003176,ASAD HEALTH AND FITNESS,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",LOW
DA5LRZUGN,7/22/2015,CHICK-FIL-A @USC # 2650,98,,3758 S FIGUEROA ST,90007,OW0009787,DERBY ASHLEY L,RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DAGNT6UQO,7/22/2015,NAAN HUT,98,,11551 SANTA MONICA BLVD # #2,90025,OW0002759,"ANHAR GROUP, INC.",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAUJLZDFC,7/22/2015,D.L.S DISCOUNT,98,,5500 S CENTRAL AVE,90011,OW0181236,FLAVIO DE LOS SANTOS,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",LOW
DAFJWMBT0,7/22/2015,FROPLAY,99,,11551 SANTA MONICA BLVD # #1,90025,OW0012417,FROPLAY INC.,RESTAURANT (31-60) SEATS LOW RISK,LOW
DAIXYTTP6,7/22/2015,BIG BEAR MARKET,99,,2600 E 1ST ST,90033,OW0034186,"SUH, GIL J","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",LOW
DAIK2SFFZ,7/22/2015,RED SHELL FOODS,99,,12027 SAN VICENTE BLVD,90049,OW0025515,NAGATANIEN RS FOOD LLC,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",HIGH
DAT0U10TC,7/22/2015,MAMOLOS CONTINENTAL BAKERY,99,,12027 SAN VICENTE BLVD,90049,OW0023112,"MAMOLO,UGO DBA","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",LOW
DAYP0WZ0P,7/22/2015,YOSHINOYA #1238,99,,1900 S SAN PEDRO ST,90011,OW0101581,"YOSHINOYA AMERICA, INC.",RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DAK5HU1GT,7/23/2015,OO KOOK KOREAN BBQ STORAGE,75,,3385 W 8TH ST,90005,OW0026815,"OO KOOK BBQ, INC",RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DAHWRGYWZ,7/23/2015,DURANS MARKET,83,,2228 S MAPLE AVE,90011,OW0006583,CAYETANO GREGORIO,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",HIGH
DAUOLBQTB,7/23/2015,GLORIA MEAT MARKET,86,,5505 S SAN PEDRO ST,90011,OW0036269,"TORRES, GLORIA","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",HIGH
DALPHTPI2,7/23/2015,LOS LAGOS,90,,4310 E CESAR E CHAVEZ AVE,90022,OW0022294,LOS LAGOS FOODS ENTERPRISES,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA3PLAC7D,7/23/2015,BAK KUNG KOREAN BBQ 2,90,,233 S VERMONT AVE,90004,OW0039131,"WON HUA, INC.",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAQX8SWVI,7/23/2015,NATALIE PERUVIAN SEAFOOD RESTAURANT,90,,5759 HOLLYWOOD BLVD,90028,OW0180886,NATALIE PERUVIAN SEAFOOD REST.,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DATIF0VB3,7/23/2015,TRUE BURGER,90,,850 S LA BREA AVE,90036,OW0017614,JI EUN JOO,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DASICSILV,7/23/2015,TWIST,90,,344 S LA BREA AVE,90036,OW0099764,TWIST BAKE SHOP INC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAZYO8XWE,7/23/2015,DAILY FOOD MARKET,90,,2530 MAPLE AVE,90011,OW0027282,PAK YONG J,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",HIGH
DASX9LPBC,7/23/2015,TROY'S #1 BURGERS,90,,4260 E CESAR E CHAVEZ AVE,90063,OW0012645,"GALLEGOS, GABRIEL",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAW0EZQZG,7/23/2015,BLAZE PIZZA,90,,110 S FAIRFAX AVE A14,90036,OW0122056,BP FARMERS MARKET,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAM8JSUQR,7/23/2015,INDOCHINE VIEN,90,,3110 GLENDALE BLVD,90039,OW0016968,INDOCHINE VIEW LLC,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DARAOZBHW,7/23/2015,MING WOK,90,,3120 S SEPULVEDA BLVD,90034,OW0010086,DING HAIMING,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA0377745,7/23/2015,BYBLOS,90,,1964 WESTWOOD BLVD STE #100,90025,OW0039141,WONDER NIGHT LLC,RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DAPVBY68H,7/23/2015,7 ELEVEN STORE,90,,3975 WILSHIRE BLVD,90010,OW0013240,"GILL, RINA","FOOD MKT RETAIL (2,000+ SF) LOW RISK",LOW
DAGQGIDIK,7/23/2015,SUPER SALUD LIQUOR & MARKET,90,,625 N MEDNIK AVE,90022,OW0124765,MAIMUNA ENTERPRISES INC,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",HIGH
DAYTQM7XU,7/23/2015,LUCK THAI CUISINE,90,,524 S OCCIDENTAL BLVD,90057,OW0025502,"NADEE, THANABOON",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA7XZ2QKH,7/23/2015,OSI FOODMART,91,,601 N VIRGIL AVE,90004,OW0026590,OH JI HYUN,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",HIGH
DA6YSMUY0,7/23/2015,NERI'SBAKERY & FAST FOOD,91,,534 S OCCIDENTAL BLVD,90057,OW0029290,QUIZON CITY BAKERY INC.,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAPLCPBNH,7/23/2015,SPICE ON HOLLYWOOD,91,,2011 N HIGHLAND AVE,90068,OW0024141,"MELGAR, CECILIA",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DARQN7ZZ0,7/23/2015,AMALIA'S RESTAURANTS,91,,751 N VIRGIL AVE,90029,OW0002421,AMALIAS KITCHEN INC.,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DARXFARTZ,7/23/2015,XIAOYAO INC,91,,1733 COLORADO BLVD,90041,OW0039380,XIAOYAO INC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAXAMTT3E,7/23/2015,MI LINDO NAYARIT SEA FOOD,92,,1020 E FLORENCE AVE,90001,OW0029519,"RAMIREZ, ALICIA",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DANDIO9QP,7/23/2015,ROMERO'S ROTISSERIE CHICKEN,92,,611 N VIRGIL AVE,90004,OW0017926,JORGE ROMERO,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAWHPQXFZ,7/23/2015,CHIPOTLE MEXICAN GRILL #758,92,,110 S FAIRFAX AVE STE #12A,90036,OW0007608,"CHIPOTLE MEXICAN GRILL, INC.",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAQQ7TOPJ,7/23/2015,TINHORN FLATS SALOON & GRILL,93,,1724 N HIGHLAND AVE,90028,OW0040017,"BARFLY, INC.",RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DA50AIEOJ,7/23/2015,ARIEL GLATT KOSHER MARKET,93,,304 N LA BREA AVE,90036,OW0017302,"JACOB'S KOSHER MEAT, INC.","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",HIGH
DAZFCPOSE,7/23/2015,FLORES DISCOUNT MARKET,93,,7922 S CENTRAL AVE,90001,OW0012043,"FLORES, ELPIDIO","FOOD MKT RETAIL (25-1,999 SF) MODERATE RISK",MODERATE
DATFKZEN2,7/23/2015,VANESSA MARKET,93,,4595 E 6TH ST,90022,OW0040198,"JUAREZ, JOSE JUAN","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",LOW
DA0377694,7/23/2015,SUBWAY-48844,93,,617 S CHARLES E YOUNG DR 140-D,90095,OW0010230,DOLLARD DEVELOPMENT INC.,RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DAPFHIPQT,7/23/2015,BJ'S PIZZA & GRILL,94,,939 BROXTON AVE,90024,OW0004761,BJ'S RESTAURANT INC.,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DATNYRF8G,7/23/2015,JACOB<U+2019>S MARKET,94,,306 N LA BREA AVE,90036,OW0017302,"JACOB'S KOSHER MEAT, INC.",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA3FT5YCC,7/23/2015,HAPPY DONUT,94,,1242 E FLORENCE AVE,90001,OW0022367,"LOY, DIEP",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DACKOI9RD,7/23/2015,TONO'S TACOS,94,,4300 E CESAR CHAVEZ AVE,90063,OW0031568,"SANCHEZ, ANTONIO",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAZI48I9R,7/23/2015,SUSY'S MARKET #2,95,,7331 S HOOVER ST,90044,OW0031605,"SANCHEZ, ESPERANZA","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",LOW
DAINHCJEM,7/23/2015,LATHAM & WATKINS CAFE,95,,355 S GRAND AVE STE 100,90071,OW0117314,"LATHAM & WATKINS, LLC",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DATX0SIJL,7/23/2015,SLAUSON DONUTS,95,,3451 W SLAUSON AVE,90043,OW0009425,DANNY BUN,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA0377733,7/23/2015,KOUTOUBIA,95,,2116 WESTWOOD BLVD,90025,OW0026638,OHAYON MICHEL,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAW5CNYNC,7/23/2015,USC EVK DINING HALL,95,,620 W MC CARTHY WAY 5,90089,OW0037014,USC HOSPITALITY SERVICES,RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DAPU08SCP,7/23/2015,IN-N-OUT BURGER #55,95,,9245 VENICE BLVD,90034,OW0016998,"IN-N-OUT BURGERS, INC.",RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DAOCD03LO,7/23/2015,YOSHINOYA #1147,96,,3959 WILSHIRE BLVD STE A3-A5,90010,OW0101581,"YOSHINOYA AMERICA, INC.",RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DABWQYGVL,7/23/2015,RITE AID # 5454,96,,1744 W 6TH ST,90057,OW0035897,"THRIFTY PAYLESS, INC","FOOD MKT RETAIL (2,000+ SF) LOW RISK",LOW
DAXA5EE74,7/23/2015,MCDONALD'S,96,,8152 W SUNSET BLVD,90046,OW0017898,"JONES,FRANCES R",RESTAURANT (61-150) SEATS MODERATE RISK,MODERATE
DAMKSF71F,7/23/2015,SWEET ROSE CREAMERY,96,,7565 BEVERLY BLVD,90036,OW0100854,"SUGAR CONE, LP",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAFSRN78D,7/23/2015,USC MAIN KITCHEN-BASEMENT,96,,3607 TROUSDALE PKWY,90089,OW0037014,USC HOSPITALITY SERVICES,RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DAF2DK54U,7/23/2015,BAHAY NATIN SEAFOOD MARKET,96,,9903 VENICE BLVD,90034,OW0003710,BAHAY NATIN SEAFOOD MARKET I,"FOOD MKT RETAIL (25-1,999 SF) MODERATE RISK",MODERATE
DATSCBKOE,7/23/2015,GALDYS 98 CENT STORES,97,,8028 S VERMONT AVE,90044,OW0008484,"COLCHADO, GLADYS","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",LOW
