serial_number,activity_date,name,score,grade,facility_address,facility_zip,owner_id,owner_name,pe_description,risk_level
DA4WFRA76,12/9/2016,51ST MARKET,92,,5026 S AVALON BLVD,90011-4005,OW0230437,51ST MARKET INC.,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",HIGH
DAAJRBLS9,12/9/2016,LAS CHAMPAS USA FOOD SERVICE,92,,5400 AVALON BLVD,90011-5114,OW0179302,PETRONA GABRIELA OLMOS,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAKZC3XXJ,12/9/2016,B C D TOFU HOUSE,92,,869 S WESTERN AVE STE #2,90005,OW0015139,"HEE, S LEE",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA9ODAX77,12/9/2016,FRESH & EASY CATERING MARKET,92,,11715 WASHINGTON PL,90066,OW0012360,"FRESH & EASY CATERING MARKET, INC.",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DALOU2YTT,12/9/2016,HOLLYWOOD VEGAN,92,,1769 HILLHURST AVE,90027,OW0002750,"ANGSUTHUMPKIT, SATIT",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA0F4YTT9,12/9/2016,INTERCONTINENTAL HOTEL LOS ANGELES CENTURY CITY,92,,2151 AVENUE OF THE STARS,90067,OW0016873,IHG MANAGEMENT MARYLAND LLC,RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DA0UHBG9R,12/9/2016,PICO GLATT KOSHER MARKET,92,,9427 W PICO BLVD,90035,OW0005632,CA GLATT CENTER INC.,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAF3WFCMN,12/9/2016,LOS 3 MIGUELES MARKET,92,,4151 S CENTRAL AVE,90011,OW0015154,"HELADIO VIDAL HERNANDEZ, ET","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",LOW
DALMGWTCE,12/9/2016,ALONDRA MINI MARKET,92,,3765 WESTERN AVE,90018,OW0123993,SOCORRO T SANCHEZ,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",LOW
DAP62XXYC,12/9/2016,PICO GLATT KOSHER MARKET,92,,9427 W PICO BLVD,90035,OW0005632,CA GLATT CENTER INC.,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",HIGH
DAC6GJWIN,12/9/2016,STAPLES CENTER (LEVY),93,,1111 S FIGUEROA ST,90015,OW0021612,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DAEWB0NBQ,12/9/2016,BOYS BURGERS NO.1,93,,1774 E FLORENCE AVE,90001,OW0230147,"PACIFIC BOYS, INC.",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAMMKZB0Q,12/9/2016,OO KOOK KOREAN BBQ STORAGE,93,,3385 W 8TH ST,90005,OW0026815,"OO KOOK BBQ, INC",RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DA28SPQWN,12/9/2016,BLVD. CAFE,93,,4555 E WHITTIER BLVD,90022,OW0023829,MAYA JOSE LUIS,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAKIQWTJN,12/9/2016,NINO'S MARKET,93,,5122 S AVALON BLVD,90011,OW0037327,"VARGAS, BERNARDINO","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",HIGH
DAMX7VOVV,12/9/2016,7-ELEVEN -#35374A,93,,728 W VERNON AVE,90037,OW0001220,"RAQBA, INC.","FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",MODERATE
DAMZJRYAS,12/9/2016,SUSHI HOUSE,93,,12013 W PICO BLVD,90064,OW0016919,"IMAI,KIYOSHI",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DASOOTWH7,12/9/2016,LOS ANGELES CHINESE FAST FOOD,93,,1929 S SAN PEDRO ST,90011,OW0237645,LOS ANGELES CHINESE FAST FOOD CO.,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAIFJOXPL,12/9/2016,ITACHO SUSHI,94,,7311 BEVERLY BLVD,90036,OW0208051,PHIL 401 YJY,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAU91R4W3,12/9/2016,STAPLES CENTER (LEVY),94,,1111 S FIGUEROA ST,90015,OW0021612,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAZ394XRZ,12/9/2016,MAN SOO DEUNG SIM,94,,3423 W 8TH ST,90005,OW0018015,"JSI FOODS, LLC",RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DAZZ6GYM1,12/9/2016,LA SCALA PRESTO,94,,11740 SAN VICENTE BLVD STE 104,90049,OW0020473,LA SCALA RESTAURANTS CORP,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAOLH1CDO,12/9/2016,STAPLES CENTER (LEVY),95,,1111 S FIGUEROA ST,90015,OW0021612,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DACGWNSHQ,12/9/2016,FRANKLIN & CO TAVERN,95,,5923 FRANKLIN AVE,90028,OW0012301,FRANKLIN & CO TAVERN L.P.,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAX6RA0KN,12/9/2016,SUBWAY,95,,1625 W WASHINGTON BLVD,90007,OW0020060,"KUMAR, RAJENDRA",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA2GA4GU1,12/9/2016,WABA GRILL,95,,5857 S CENTRAL AVE 140,90001-1127,OW0124910,"5857 CENTRAL AVE., LLC",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAJPVIBA1,12/9/2016,BIRDS ROTISSERIE CHICKEN CAFE,95,,5925 FRANKLIN AVE,90028,OW0040119,"ZAKSHEVSKI, HENRY",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAWKNVFEU,12/9/2016,LA CANADA TAQUERIA,95,,3131 W PICO BLVD # 102,90019,OW0025816,NENAS ENTERPRISES INC.,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAAWDRZ3Z,12/9/2016,M & K MINI MARKET,95,,4117 S CENTRAL AVE,90011,OW0178466,JESUS ARCELY ABARCA,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",LOW
DADZNLR01,12/9/2016,ALCOVE CAFE & BAKERY,95,,1929 HILLHURST AVE,90027,OW0002051,ALCOVE INC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA7L0NLML,12/9/2016,AFC SUSHI @ RALPH'S # 156,95,,10309 W OLYMPIC BLVD,90064,OW0001761,ADVANCED FRESH CONCEPTS FRANCHISE CORP,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAIYMKAFR,12/9/2016,POKE EXPRESS,95,,316 E 2ND ST,90012,OW0235469,"HONDA -YA, INC.",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAVH5S0QD,12/9/2016,WEST PICO MARKET,95,,2555 W PICO BLVD,90006,OW0179103,NAFIZ KADIR,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",HIGH
DAVPOIW1N,12/9/2016,OLEEGO,95,,639 N BROADWAY # G,90012,OW0184081,PARK'S BBQ EXPRESS INC.,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAX0Q70HQ,12/9/2016,WOKCANO EXPRESS,95,,2904 S FIGUEROA ST,90007,OW0237642,"FIGUEROA REST. GROUP , LLC",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAHKUL7PQ,12/9/2016,EMY'S BURGER,96,,7315 S COMPTON AVE,90001,OW0006504,CASTILLO ARCADIO,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA4U70I1Q,12/9/2016,STAPLES CENTER (LEVY),96,,1111 S FIGUEROA ST,90015,OW0021612,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAENA7D7L,12/9/2016,54 MARKET,96,,1754 W 54TH ST,90062,OW0178253,SEAN A. SCOTT,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",LOW
DAGETUD2G,12/9/2016,NHM GRILL-TRI MANA,96,,900 EXPOSITION BLVD,90007,OW0025393,MUSEUM ELYAD CORPORATION,RESTAURANT (151 + ) SEATS MODERATE RISK,MODERATE
DAH0DIFXJ,12/9/2016,BOURGEOISE PIG CAFE,97,,5931 FRANKLIN AVE,90028,OW0005112,BOURGEOISE PIG CAFE LLC,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DADDDIMTW,12/9/2016,ANGELINI OSTERIA,97,,7313 BEVERLY BLVD,90036,OW0023974,"MCLAURY, ELIZABETH J",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAHFL25KQ,12/9/2016,TRIMANA,97,,700 EXPOSITION PARK DR,90007,OW0128917,WORLD ELYAD CORP,RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DAQ8G6PKH,12/9/2016,TONYS MARKET,97,,4946 E WHITTIER BLVD,90022,OW0099684,"CANO, JOSE L","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",LOW
DASTT2ZBS,12/9/2016,PANDA EXPRESS #2348,97,,5867 S CENTRAL AVE,90001-1127,OW0027458,PANDA EXPRESS INC.,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAVG4JN9E,12/9/2016,TRIMANA,97,,700 EXPOSITION PARK DR,90007,OW0128917,WORLD ELYAD CORP,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAUJIDLFQ,12/9/2016,LMU,98,,1 LMU DR #MS 8420,90045,OW0033334,SODEXO AMERICA LLC,RESTAURANT (0-30) SEATS LOW RISK,LOW
DABW6XSHS,12/9/2016,FATBURGER #1171,98,,5867 S CENTRAL AVE #230,90001,OW0129805,"GOODFELLOWS, LLC",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAHKI60JG,12/9/2016,UNITED OIL #160,98,,12401 W JEFFERSON BLVD,90066,OW0002870,"APRO, LLC. (UNITED OIL)","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",LOW
DAS6YEYFU,12/9/2016,98  DISCOUNT & PARTY SUPPLY,98,,3775 S WESTERN AVE,90018,OW0015353,"HERNANDEZ, PROSPERO ANTONIO","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",LOW
DAWWU7OJ4,12/9/2016,"HANSEN,GARY R",98,,1072 S FAIRFAX AVE,90019-4401,OW0014781,HANSEN CAKES INC,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",MODERATE
DA4RSEBLI,12/9/2016,PANDA EXPRESS #1212,99,,5543 W SUNSET BLVD,90028,OW0027458,PANDA EXPRESS INC.,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAFEBWQGM,12/9/2016,BRENTWOOD COUNTRY CLUB,100,,590 S BURLINGAME AVE,90049-4826,OW0102992,BRENTWOOD COUNTRY CLUB INC.,RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DAJJVECMD,12/9/2016,BRENTWOOD COUNTRY CLUB,100,,590 S BURLINGAME AVE,90049-4826,OW0102992,BRENTWOOD COUNTRY CLUB INC.,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAOREW8SB,12/9/2016,BRENTWOOD COUNTRY CLUB,100,,590 S BURLINGAME AVE,90049-4826,OW0102992,BRENTWOOD COUNTRY CLUB INC.,RESTAURANT (151 + ) SEATS LOW RISK,LOW
DARISYD9W,12/9/2016,CANDY ALLEY,100,,13028 SAN VICENTE BLVD,90049,OW0101750,PULP & HIDE THE CANDY ALLEY LLC,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",LOW
DAEM364DR,12/11/2016,NENA RESTAURANT,90,,1804 E VERNON AVE # D-51,90058,OW0026545,MARIA E. OCHOA,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DACQM4WPE,12/11/2016,VILLANUEVA RESTAURANT & BAR,91,,5620 S MAIN ST,90011,OW0037959,"VILLANUEVA, MARIA MARGARITA",RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DAWU1YY8M,12/11/2016,LA COLISEUM,95,,3911 S FIGUEROA ST,90037,OW0100211,"LEGENDS HOSPITALITY, LLC.",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAPC902KH,12/11/2016,LA COLISEUM,96,,3911 S FIGUEROA ST,90037,OW0100211,"LEGENDS HOSPITALITY, LLC.",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA8JB6VHT,12/11/2016,LA COLISEUM,96,,3911 S FIGUEROA ST,90037,OW0100211,"LEGENDS HOSPITALITY, LLC.",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAKCB5EEJ,12/11/2016,LA COLISEUM,97,,3911 S FIGUEROA ST,90037,OW0100211,"LEGENDS HOSPITALITY, LLC.",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAJV94ACP,12/11/2016,LA COLISEUM,97,,3911 S FIGUEROA ST,90037,OW0100211,"LEGENDS HOSPITALITY, LLC.",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA3VKXFEB,12/11/2016,LA COLISEUM,98,,3911 S FIGUEROA ST,90037,OW0100211,"LEGENDS HOSPITALITY, LLC.",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAKGJSBD5,12/11/2016,LA COLISEUM,98,,3911 S FIGUEROA ST,90037,OW0100211,"LEGENDS HOSPITALITY, LLC.",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAZFIPPZZ,12/11/2016,LA COLISEUM,98,,3911 S FIGUEROA ST,90037,OW0100211,"LEGENDS HOSPITALITY, LLC.",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAXG6NE3O,12/11/2016,LA COLISEUM,99,,3911 S FIGUEROA ST,90037,OW0100211,"LEGENDS HOSPITALITY, LLC.",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DADTZBGRH,12/11/2016,LA COLISEUM,99,,3911 S FIGUEROA ST,90037,OW0100211,"LEGENDS HOSPITALITY, LLC.",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAWH8O8L2,12/11/2016,LA COLISEUM,99,,3911 S FIGUEROA ST,90037,OW0100211,"LEGENDS HOSPITALITY, LLC.",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA0732819,12/11/2016,NENA RESTAURANT,100,,1804 E VERNON AVE # D-51,90058,OW0026545,MARIA E. OCHOA,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAVN9RJI6,12/12/2016,MOUNTAIN RESTAURANT,80,,3500 W 6TH ST # 222,90020,OW0229175,"MOUNTAIN SAN RESTAURANT, INC",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA2MHKSPC,12/12/2016,OAXACA PANADERIA STO DOMINGO,83,,3180 W PICO BLVD,90019,OW0023598,"MARTINEZ, MARIA VICTORIA","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",LOW
DASKJTRN2,12/12/2016,MIA JEE TANDOORI LLC,85,,205 S VERMONT AVE,90004,OW0229002,MIA JEE TANDOORI LLC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAFC60S8M,12/12/2016,OK CHINESE RESTAURANT,86,,6320 N FIGUEROA ST,90042,OW0005106,"BOUN, CLARA",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA1ZI0NUE,12/12/2016,CHUNG KI WA RESTAURANT,90,,3545 W OLYMPIC BLVD,90019,OW0018986,KI WA INC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAZFVQHTF,12/12/2016,JOLLIBEE BEVERLY BLVD,90,,3831 BEVERLY BLVD,90004,OW0016229,HONEYBEE FOODS CORPORATION,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DATO2TOYF,12/12/2016,LAS PALMITAS FRUIT #1,90,,3425 E 1ST ST STE 3423,90063,OW0020819,LAS PALMITAS FRESH FRUIT INC.,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAM2KEV81,12/12/2016,CAFE CIELITO,90,,3465 W 6TH ST STE 80,90020-2567,OW0185959,"LC BROTHERS, INC.",RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DAID00UKF,12/12/2016,HOTCAKES BAKES,90,,4119 S CENTINELA AVE,90066,OW0038567,"WEISSE, ELFIE",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAH0W0FMC,12/12/2016,DA JEONG,90,,3901 1/2 W OLYMPIC BLVD,90019-3256,OW0100593,"AHNCHUN, KI SARHA",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAUQUGOO6,12/12/2016,YOGURT CAFE,90,,3500 W 6TH ST,90020,OW0029871,REDSOL LLC,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DARFE00KF,12/12/2016,JELLO LOS PEPES,90,,3425 E 1ST ST STE 3427,90063,OW0024805,JULIAN RAUL MONDRAGON-ALCANTARA,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAAKOEHWX,12/12/2016,ZACATECAS MEAT MARKET,90,,1286 W 39TH ST,90037,OW0039489,"YANEZ, ANGEL","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",HIGH
DABN7NJTW,12/12/2016,ALADIN SWEETS & MARKET,90,,139 S VERMONT AVE,90004,OW0017113,"ISLAM, SERAJUL",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAHU90Y5T,12/12/2016,PAMPANGA MASTER GRILL,90,,231 S VERMONT AVE,90004,OW0023078,"MALLARI, JOSE MERCADO",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAE3OPOM6,12/12/2016,PIZZICOTTO,90,,11758 SAN VICENTE BLVD,90049,OW0020989,"LE SORELLE, INC",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAEYYH0EY,12/12/2016,CANDILEJAS CAFE,90,,3425 E 1ST ST STE 104B,90063,OW0006532,"CASTRO, GREGORIAN",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAH0VA9QO,12/12/2016,MC DISCOUNT,90,,2018 W 7TH ST,90057,OW0130217,MC DISCOUNT,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",LOW
DAKS0UHH0,12/12/2016,EL RANCHO FRESH MARKET,90,,11805 S VERMONT AVE,90044,OW0101467,JMZ CORPORATION,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",HIGH
DATV0X30X,12/12/2016,RED OVEN BAKERY AND DELI,90,,4626 W ADAMS BLVD,90016,OW0036640,TSEGAY TIRHAS,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAB5DLQPU,12/12/2016,SUSHI A GO GO,91,,6333 W 3RD ST STE #434,90036,OW0013853,GOURMET AVENUE INC,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DADCNDCD8,12/12/2016,OLYMPIC BASKET,91,,5138 E OLYMPIC BLVD,90022,OW0031796,"SARABIA, GUADALUPE",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAVMNX37U,12/12/2016,CHILBO MYUNOK,91,,3500 W 6TH ST # 227,90020,OW0183377,"SUNGWON FOOD, INC",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA0HJNOFR,12/12/2016,THE BIG CHILL,91,,10850 W OLYMPIC BLVD,90064,OW0004679,"DINOW, DIANE",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAV90QL4X,12/12/2016,7-ELEVEN STORE 39219B,91,,4901 SANTA MONICA BLVD,90029,OW0228963,4901 SANTA MONICA CORPORATION,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",LOW
DAXK0LLFO,12/12/2016,ADOBO GRILL,91,,4716 FOUNTAIN AVE,90029,OW0016869,"IGNACIO LECAROZ RUPERTO, ET",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAPRSHZPR,12/12/2016,UNIVERSAL GROCERY AND DELI,91,,5021 W SANTA MONICA BLVD,90029,OW0009625,"DEJESUS, AURORA","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",LOW
DAPRTMHFQ,12/12/2016,"BURGER FACTORY II, INC",91,,1358 W MARTIN LUTHER KING BLVD,90037,OW0100552,"BURGER FACTORY II, INC",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DARUPI2RZ,12/12/2016,MINI MERCADITO IN E.L.A.,92,,3425 E 1ST ST STE 132,90063,OW0101175,"MINI MERCADITO IN E.L.A., INC.",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA9FBEXYD,12/12/2016,GINGERGRASS SILVERLAKE LLC,92,,2396 GLENDALE BLVD,90039,OW0013262,GINGERGRASS SILVERLAKE LLC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DASTWXADY,12/12/2016,THE DETOUR,92,,12473 W WASHINGTON BLVD,90066,OW0014031,GREATDANE CATERING & EVENT/L,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAMJHP06H,12/12/2016,PANDA HUT CHINESE CUISINE,92,,404 S FIGUEROA ST STE 403,90071,OW0007345,CHEN LILY S,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAI7O2LB4,12/12/2016,MO MO SUSHI,92,,8500 W OLYMPIC BLVD E,90035,OW0039838,YOOJIN & MYLES CO,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DACPF30FP,12/12/2016,COLIN FISH MARKET,92,,4873 W ADAMS BLVD,90016,OW0024967,MOON SUNG N.,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAZOSMVVX,12/12/2016,FENG MAO,92,,3901 W OLYMPIC BLVD,90019,OW0017701,"JIN, CHUNHUA",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAQJKSO0H,12/12/2016,EL ATORON,92,,1285 MAPLE ST,90015,OW0127587,JAVIER MORALES-GALVEZ,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAJ78SJPO,12/12/2016,YERIM,92,,300 S HOBART BLVD # 100,90020,OW0183182,QINGXIN ZHENG,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DADK9MGR6,12/12/2016,MODERN EATS,92,,2590 GLENDALE BLVD STE #D,90039,OW0024718,MODERN EATS LLC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAUCAGMO0,12/12/2016,LA POBLANA MEAT MARKET #2,92,,5111 E OLYMPIC BLVD,90022,OW0020461,"LA POBLANA MEAT MARKET, INC.","FOOD MKT RETAIL (2,000+ SF) HIGH RISK",HIGH
DAWDJ6GZ1,12/12/2016,SQUARE ONE DINING,92,,4854 FOUNTAIN AVE,90029,OW0023991,MDDJ FOUR SQUARE LLC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAFF0QFHZ,12/12/2016,CHICKEN ON FIRE,92,,8500 W OLYMPIC BLVD STE B,90035,OW0182238,KRITIMA CHITTASENEE,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAVDT10XL,12/12/2016,LILY'S CAKE SI & BAKERY,93,,3425 E 1ST ST # #101,90063,OW0014343,"GUTIERREZ, MARIA",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAI8LWEUA,12/12/2016,CORAL REEF RESTAURANT,93,,3200 GLENDALE BLVD,90039,OW0008750,CORAL REEF RESTAURANT INC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DATB9NBAS,12/12/2016,THE VEGAN JOINT,93,,4718 FOUNTAIN AVE STE D,90029,OW0028358,"PETMENEE, RATTANA",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DASDQOCP0,12/12/2016,FATBURGER,93,,11090 SANTA MONICA BLVD,90025,OW0013162,"GHATTAS, HANY HANNA",RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DAU9OFUVC,12/12/2016,HONEY BEES HOUSE OF BREAKFAST,93,,4715 W ADAMS BLVD,90016,OW0015376,"HERNANDEZ, MANUEL ERNESTO",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAYOPML5C,12/12/2016,MCDONALD'S #7072,93,,10611 W PICO BLVD,90064,OW0017091,"ISHIDA, CHRIS T",RESTAURANT (61-150) SEATS MODERATE RISK,MODERATE
DAHNQ0KUH,12/12/2016,OLYMPIC SPA,94,,3915 W OLYMPIC BLVD,90019,OW0034646,SY HEALTH CORP,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAKTKHDUW,12/12/2016,MANDO'S RESTAURANT,94,,6483 N FIGUEROA ST,90042,OW0030550,RODRIGUEZ ARMANDO A,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAYAYBAB3,12/12/2016,THE VILLAGE,94,,6333 W 3RD ST STE 334,90036,OW0003091,AROYAN MOVSES,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA5GDZPNR,12/12/2016,CENTURY MARKET,94,,9816 S NORMANDIE AVE,90044,OW0029179,QAYSIA KHALED K M,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",LOW
DAQEVZR4F,12/12/2016,CARNITAS EL VENENO,94,,541 S INDIANA ST,90063,OW0025336,"MUNOZ, GLORIA",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAVFVBSW4,12/12/2016,COREA BBQ,94,,3500 W 6TH ST,90020,OW0125132,LEE DONG YOUN,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DACTUWLID,12/12/2016,MCDONALD'S # 5426,94,,10451 SANTA MONICA BLVD,90025,OW0023951,MCDONALD'S CORPORATION,RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DAVC9X5GV,12/12/2016,PHILLY'S PIZZA & GRILL #1,94,,8500 W OLYMPIC BLVD STE D,90035,OW0016438,"HOVANISIAN, PETROS",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DARU2UAZK,12/12/2016,UN MUNDO DE SABOR,94,,3425 E 1ST ST # 3419,90063,OW0029513,"RAMIREZ-REYES, TAURINO",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA86IHJHM,12/12/2016,TUSQUELLAS FISH AND OYSTER,94,,6333 3RD ST #436,90036,OW0036736,"TUSQUELLAS,ROBERT S",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA2FZUMWD,12/12/2016,MARTIN PHARMACY,94,,801 S VERMONT AVE STE 104,90005,OW0022673,M K PHARMACY INC,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",LOW
DAF7CRNUQ,12/12/2016,JAY'S MARKET/MEAT DEPT.,94,,4000 W PICO BLVD,90019,OW0033148,SK MARKET INC,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",HIGH
DAGTOFNSW,12/12/2016,MIGUEL RUIZ,94,,3600 W PICO BLVD,90019,OW0184694,MIGUEL RUIZ,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",LOW
DAJGZ7YRW,12/12/2016,MARIA'S CANDIES,94,,3425 E 1ST ST #24- 26,90063,OW0006194,"CARLTON, MARIA","FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",MODERATE
DAMQQ3HBU,12/12/2016,L & B 98 CENTS STORE,94,,1401 W 8TH ST STE #C,90017,OW0018055,JUAREZ JUAN CATARINA,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",LOW
DARDXEESD,12/12/2016,SOTO ST. MARKET,94,,900 N SOTO ST,90033,OW0019262,"KIM, HAN YANG","FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",MODERATE
DAUPR73B9,12/12/2016,INTERNATIONAL DELI,94,,3425 E 1ST ST STE 134,90063,OW0006401,CASA VELA INC,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",MODERATE
DA5Q0YRHM,12/12/2016,FLYING STICKS,95,,934 S LOS ANGELES # #8,90015,OW0001632,ABULFEILAN HANAN AHMAD,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
